myGEMM.cl, 1, 4,-cl-std=CL2.0,256, 0.00150
   clBlas, 1, 4,-cl-std=CL2.0,512, 0.20836
myGEMM.cl, 1, 4,-cl-std=CL2.0,512, 0.00730
   clBlas, 1, 4,-cl-std=CL2.0,1024, 0.19648
myGEMM.cl, 1, 4,-cl-std=CL2.0,1024, 0.05817
   clBlas, 1, 4,-cl-std=CL2.0,2048, 0.23624
myGEMM.cl, 1, 4,-cl-std=CL2.0,2048, 0.52853
   clBlas, 1, 4,-cl-std=CL2.0,4096, 1.44973
myGEMM.cl, 1, 4,-cl-std=CL2.0,4096, 5.15168
myGEMM.cl, 1, 8,-cl-std=CL2.0,256, 0.00159
   clBlas, 1, 8,-cl-std=CL2.0,512, 0.20190
myGEMM.cl, 1, 8,-cl-std=CL2.0,512, 0.00458
   clBlas, 1, 8,-cl-std=CL2.0,1024, 0.21818
myGEMM.cl, 1, 8,-cl-std=CL2.0,1024, 0.03107
   clBlas, 1, 8,-cl-std=CL2.0,2048, 0.22247
myGEMM.cl, 1, 8,-cl-std=CL2.0,2048, 0.29945
   clBlas, 1, 8,-cl-std=CL2.0,4096, 1.44534
myGEMM.cl, 1, 8,-cl-std=CL2.0,4096, 2.75928
myGEMM.cl, 1,16,-cl-std=CL2.0,256, 0.00126
   clBlas, 1,16,-cl-std=CL2.0,512, 0.21429
myGEMM.cl, 1,16,-cl-std=CL2.0,512, 0.00327
   clBlas, 1,16,-cl-std=CL2.0,1024, 0.20908
myGEMM.cl, 1,16,-cl-std=CL2.0,1024, 0.02215
   clBlas, 1,16,-cl-std=CL2.0,2048, 0.22067
myGEMM.cl, 1,16,-cl-std=CL2.0,2048, 0.25132
   clBlas, 1,16,-cl-std=CL2.0,4096, 1.43541
myGEMM.cl, 1,16,-cl-std=CL2.0,4096, 2.16332
myGEMM.cl, 2, 4,-cl-std=CL2.0,256, 0.00120
   clBlas, 2, 4,-cl-std=CL2.0,512, 0.21757
myGEMM.cl, 2, 4,-cl-std=CL2.0,512, 0.00473
   clBlas, 2, 4,-cl-std=CL2.0,1024, 0.21399
myGEMM.cl, 2, 4,-cl-std=CL2.0,1024, 0.03340
